Contig1	4694	983	1320	1376	1015	0	0	0	580	0	0	0
Contig2	4963	1271	1406	1445	841	0	0	0	568	0	0	0
Contig3	3323	580	955	935	853	0	0	0	348	0	0	0
Contig4	4594	866	1345	1313	1070	0	0	0	588	0	0	0
Contig5	5182	889	1437	1504	1352	0	0	0	648	0	0	0
Contig6	5344	914	1515	1517	1398	0	0	0	676	0	0	0
Contig7	4472	789	1327	1290	1066	0	0	0	594	0	0	0
Contig8	4058	998	1155	1242	663	0	0	0	544	0	0	0
Contig9	4068	648	1158	1161	1101	0	0	0	450	0	0	0
Contig10	10561	2314	2839	2769	2639	0	0	0	1222	0	0	0
Contig11	4701	807	1371	1366	1157	0	0	0	624	0	0	0
Contig12	4483	799	1332	1302	1050	0	0	0	546	0	0	0
Contig13	4509	1174	1235	1348	752	0	0	0	544	0	0	0
Contig14	4022	727	1191	1118	986	0	0	0	496	0	0	0
Contig15	11156	2629	2984	2705	2838	0	0	0	1180	0	0	0
Contig16	8905	1745	2385	2426	2349	0	0	0	928	0	0	0
Contig17	5093	858	1501	1432	1302	0	0	0	588	0	0	0
Contig18	3676	702	1055	1095	824	0	0	0	512	0	0	0
Contig19	4703	829	1387	1331	1156	0	0	0	608	0	0	0
Contig20	3943	687	1180	1145	931	0	0	0	524	0	0	0
Contig21	3957	681	1160	1167	949	0	0	0	546	0	0	0
Contig22	4283	655	1274	1206	1148	0	0	0	470	0	0	0
Contig23	4200	1074	1209	1218	699	0	0	0	508	0	0	0
Contig24	3523	620	1072	976	855	0	0	0	414	0	0	0
Contig25	4204	1060	1217	1238	689	0	0	0	542	0	0	0
Contig26	3573	748	1053	1049	723	0	0	0	534	0	0	0
Contig27	3941	979	1118	1179	665	0	0	0	466	0	0	0
Contig28	4815	844	1454	1361	1156	0	0	0	614	0	0	0
Contig29	9806	2219	2602	2801	2184	0	0	0	1264	0	0	0
Contig30	4824	1271	1336	1418	799	0	0	0	596	0	0	0
Contig31	4471	984	1266	1301	920	0	0	0	660	0	0	0
Contig32	8908	1870	2389	2311	2338	0	0	0	1024	0	0	0
Contig33	4322	1081	1173	1320	748	0	0	0	540	0	0	0
Contig34	9051	2148	2361	2380	2162	0	0	0	846	0	0	0
Contig35	6862	1506	1471	2021	1864	0	0	0	586	0	0	0
Contig36	4913	778	1466	1427	1242	0	0	0	626	0	0	0
Contig37	11247	2628	2805	2909	2905	0	0	0	1096	0	0	0
Contig38	5154	948	1496	1458	1252	0	0	0	598	0	0	0
Contig39	4213	764	1302	1208	939	0	0	0	572	0	0	0
Contig40	4624	807	1362	1320	1135	0	0	0	582	0	0	0
Contig41	4952	1013	1473	1410	1056	0	0	0	620	0	0	0
Contig42	4773	1103	1358	1411	901	0	0	0	580	0	0	0
Contig43	4026	732	1159	1194	941	0	0	0	532	0	0	0
Contig44	4882	820	1420	1394	1248	0	0	0	618	0	0	0
Contig45	4572	838	1378	1263	1093	0	0	0	550	0	0	0
Contig46	4657	865	1369	1304	1119	0	0	0	546	0	0	0
Contig47	9893	2165	2467	2782	2479	0	0	0	886	0	0	0
Contig48	4512	1104	1293	1349	766	0	0	0	566	0	0	0
Contig49	4415	817	1279	1278	1041	0	0	0	530	0	0	0
Contig50	2509	302	747	708	752	0	0	0	294	0	0	0
Contig51	14871	3113	3118	4106	4534	0	0	0	1262	0	0	0
Contig52	4564	834	1323	1301	1106	0	0	0	596	0	0	0
Contig53	4858	885	1439	1352	1182	0	0	0	542	0	0	0
Contig54	5150	1248	1483	1535	884	0	0	0	670	0	0	0
Contig55	4283	713	1262	1238	1070	0	0	0	510	0	0	0
Contig56	3999	945	1161	1193	700	0	0	0	586	0	0	0
Contig57	4562	1154	1271	1353	784	0	0	0	536	0	0	0
Contig58	4439	1091	1226	1332	790	0	0	0	522	0	0	0
Contig59	4207	846	1271	1189	901	0	0	0	560	0	0	0
Contig60	4517	722	1372	1295	1128	0	0	0	602	0	0	0
Contig61	4401	1167	1265	1278	691	0	0	0	528	0	0	0
Contig62	3343	443	988	932	980	0	0	0	360	0	0	0
Contig63	2178	560	617	615	386	0	0	0	236	0	0	0
Contig64	4560	775	1396	1262	1127	0	0	0	538	0	0	0
Contig65	4555	755	1373	1271	1156	0	0	0	536	0	0	0
Contig66	4610	742	1374	1345	1149	0	0	0	598	0	0	0
Contig67	2974	682	838	882	572	0	0	0	344	0	0	0
Contig68	5332	865	1589	1516	1362	0	0	0	616	0	0	0
Contig69	18463	4421	4729	4571	4742	0	0	0	1752	0	0	0
Contig70	8515	2204	2158	2262	1891	0	0	0	874	0	0	0
Contig71	4717	825	1384	1367	1141	0	0	0	556	0	0	0
Contig72	4605	754	1358	1305	1188	0	0	0	570	0	0	0
Contig73	5130	882	1477	1520	1251	0	0	0	660	0	0	0
Contig74	3951	620	1173	1104	1054	0	0	0	446	0	0	0
Contig75	6326	1303	1808	1702	1513	0	0	0	652	0	0	0
Contig76	4707	866	1378	1317	1146	0	0	0	586	0	0	0
Contig77	4690	870	1371	1347	1102	0	0	0	552	0	0	0
Contig78	4890	849	1485	1364	1192	0	0	0	594	0	0	0
Contig79	4955	1229	1379	1517	830	0	0	0	570	0	0	0
Contig80	3000	500	880	855	765	0	0	0	350	0	0	0
Contig81	4227	773	1245	1183	1026	0	0	0	462	0	0	0
Contig82	4435	753	1320	1259	1103	0	0	0	586	0	0	0
Contig83	7939	1546	2253	2092	2048	0	0	0	870	0	0	0
Contig84	4578	1144	1285	1360	789	0	0	0	576	0	0	0
Contig85	4071	1008	1126	1211	726	0	0	0	462	0	0	0
Contig86	4261	910	1215	1208	928	0	0	0	506	0	0	0
Contig87	4797	1160	1354	1415	868	0	0	0	564	0	0	0
Contig88	4881	876	1422	1417	1166	0	0	0	636	0	0	0
Contig89	4642	777	1353	1328	1184	0	0	0	606	0	0	0
Contig90	5312	1369	1437	1454	1052	0	0	0	598	0	0	0
Contig91	4166	1016	1168	1241	741	0	0	0	522	0	0	0
Contig92	5726	1143	1654	1600	1329	0	0	0	698	0	0	0
Contig93	20659	4800	4828	5347	5684	0	0	0	1878	0	0	0
Contig94	4559	865	1323	1307	1064	0	0	0	588	0	0	0
Contig95	3517	563	1059	1039	856	0	0	0	520	0	0	0
Contig96	3363	457	1060	906	940	0	0	0	386	0	0	0
Contig97	6080	1206	1720	1613	1541	0	0	0	636	0	0	0
Contig98	3808	608	1150	1069	981	0	0	0	462	0	0	0
Contig99	4376	790	1324	1283	979	0	0	0	620	0	0	0
Contig100	5068	1222	1406	1528	912	0	0	0	614	0	0	0
Contig101	4200	848	1289	1219	844	0	0	0	604	0	0	0
Contig102	3201	442	938	931	890	0	0	0	388	0	0	0
Contig103	3531	554	1060	990	927	0	0	0	398	0	0	0
Contig104	4583	844	1353	1315	1071	0	0	0	596	0	0	0
Contig105	3590	855	1079	1037	619	0	0	0	526	0	0	0
Contig106	4806	929	1386	1370	1121	0	0	0	564	0	0	0
Contig107	4943	1208	1404	1458	873	0	0	0	608	0	0	0
Contig108	4570	853	1364	1278	1075	0	0	0	578	0	0	0
Contig109	4782	816	1420	1373	1173	0	0	0	626	0	0	0
Contig110	4112	727	1158	1191	1036	0	0	0	414	0	0	0
Contig111	4818	823	1393	1390	1212	0	0	0	588	0	0	0
Contig112	9740	2160	2655	2389	2536	0	0	0	1040	0	0	0
Contig113	3489	852	959	1041	637	0	0	0	348	0	0	0
Contig114	5010	848	1484	1452	1226	0	0	0	652	0	0	0
Contig115	19375	4602	4848	4649	5276	0	0	0	1954	0	0	0
Contig116	13264	3081	3409	3563	3211	0	0	0	1554	0	0	0
Contig117	4085	722	1211	1168	984	0	0	0	480	0	0	0
Contig118	4550	1145	1326	1334	745	0	0	0	562	0	0	0
Contig119	5043	1013	1460	1433	1137	0	0	0	628	0	0	0
Contig120	4749	888	1431	1310	1120	0	0	0	536	0	0	0
Contig121	4504	1065	1274	1347	818	0	0	0	600	0	0	0
Contig122	4528	1109	1326	1318	775	0	0	0	578	0	0	0
Contig123	5287	1357	1473	1560	897	0	0	0	610	0	0	0
Contig124	7490	1850	1978	1992	1670	0	0	0	808	0	0	0
Contig125	5446	1443	1558	1538	907	0	0	0	648	0	0	0
Contig126	4061	1001	1207	1204	649	0	0	0	564	0	0	0
Contig127	6637	1438	1890	1703	1606	0	0	0	652	0	0	0
Contig128	4773	1142	1390	1386	855	0	0	0	560	0	0	0
Contig129	16421	4115	4055	3985	4266	0	0	0	1658	0	0	0
Contig130	11943	3026	3063	3157	2697	0	0	0	1390	0	0	0
Contig131	3569	864	1007	1036	662	0	0	0	366	0	0	0
